name,old_chr,old_strand,old_start,old_end,chr,strand,start,end,symbol,n_probes_on_tiling,all_identifiers,selected_identifier
8066200,chr20,-,36044823,36095247,chr20,-,36044843,36095237,KIAA0406,181,"BC013121, BC013755, ENST00000373448, ENST00000373447, AK095451",BC013755
8066210,chr20,-,36114463,36114562,chr20,-,36114462,36114562,---,0,ENST00000362637,ENST00000362637
8066212,chr20,-,36160276,36160516,chr20,-,36160275,36160516,---,0,ENST00000387607,ENST00000387607
8066214,chr20,-,36190277,36227114,chr20,-,36190277,36227114,TGM2,197,"NM_004613, NM_198951, ENST00000361475, M55153, ENST00000373403",NM_004613
8066231,chr20,-,36272321,36322588,chr20,-,36272320,36322588,KIAA1755,0,"NM_001029864, ENST00000279024, AK096202",NM_001029864
8066247,chr20,-,36482653,36497398,chr20,-,36482680,36497376,LOC388796,80,"NR_015366, BX640887, BC032119",NR_015366
8066254,chr20,-,36483708,36483835,chr20,-,36482680,36497376,LOC388796,0,NR_015366,NR_015366
8066256,chr20,-,36487260,36487393,chr20,-,36487256,36487392,SNORA71B,0,"NR_002910, BX640887",NR_002910
8066258,chr20,-,36489366,36489499,chr20,-,36489362,36489500,SNORA71A,0,NR_002911,NR_002911
8066260,chr20,-,36491727,36491860,chr20,-,36491723,36491861,SNORA71C,16,NR_003017,NR_003017
8066262,chr20,-,36495922,36496055,chr20,-,36495918,36496056,SNORA71D,60,NR_003018,NR_003018
8066266,chr20,-,38747902,38751606,chr20,-,38747930,38751290,MAFB,277,"NM_005461, ENST00000373313, ENST00000396967, BC036689",NM_005461
8066275,chr20,-,39099052,39100238,chr20,-,39099060,39100238,---,174,AF090938,AF090938
8066279,chr20,-,39240502,39379656,chr20,-,39240502,39362153,ZHX3,0,"NM_015035, ENST00000373263, ENST00000309060, AB081948",NM_015035
8066294,chr20,-,39422020,39428912,chr20,-,39422019,39428912,EMILIN3,169,"NM_052846, ENST00000332312, BC101043, AB089149",NM_052846
8066303,chr20,-,39464155,39680547,chr20,-,39464583,39680547,CHD6,184,"NM_032221, ENST00000373233, AY034072, ENST00000373222",NM_032221
8066343,chr20,-,39747050,39747144,chr20,-,39747049,39747144,---,0,ENST00000387751,ENST00000387751
8066345,chr20,-,39761676,39761769,chr20,-,39761673,39761769,---,0,ENST00000362417,ENST00000362417
8066347,chr20,-,40134806,41252024,chr20,-,40134805,41252023,PTPRT,210,"NM_133170, NM_007050, ENST00000373198, ENST00000373187, AF043644, ENST00000373193, ENST00000373184",ENST00000373198
8066382,chr20,-,41513215,41513314,chr20,-,41513212,41513314,---,156,ENST00000384271,ENST00000384271
8066384,chr20,-,41787796,41789056,chr20,-,41788214,41789056,GTSF1L,118,"NM_176791, NM_001008901, ENST00000373003, ENST00000373005, BC040049",NM_176791
8066391,chr20,-,41858491,41858597,chr20,-,41858490,41858597,---,0,ENST00000384074,ENST00000384074
8066393,chr20,-,42173749,42249632,chr20,-,42173750,42249632,JPH2,151,"NM_020433, NM_175913, ENST00000372980, ENST00000342272, AK304863",NM_020433
8066402,chr20,-,42258550,42272845,chr20,-,42258549,42272845,C20orf111,204,"NM_016470, ENST00000255174, ENST00000372970, BC064973",NM_016470
8066407,chr20,-,42364894,42373505,chr20,-,42368610,42373303,C20orf142,83,"NM_001080472, ENST00000396825, BC130446",NM_001080472
8066411,chr20,-,42514038,42527398,chr20,-,42523817,42527398,C20orf62,124,"BC030259, ENST00000372910, ENST00000306731",BC030259
8066417,chr20,-,42558278,42584140,chr20,-,42561314,42584140,SERINC3,103,"NM_006811, NM_198941, ENST00000342374, ENST00000255175, BC006088",NM_006811
8066431,chr20,-,42681577,42713797,chr20,-,42681576,42713790,ADA,88,"NM_000022, ENST00000396772, BC040226, ENST00000372874",NM_000022
8066444,chr20,-,42718506,42725574,chr20,-,42718508,42725574,MGC5566,48,"BC000849, AK090842",BC000849
8066451,chr20,-,42813863,42872393,chr20,-,42813862,42872326,RIMS4,179,"NM_182970, ENST00000372851, AY326954",NM_182970
8066461,chr20,-,43004177,43022541,chr20,-,43004184,43022528,TOMM34,173,"NM_006809, ENST00000372813, BC007423",NM_006809
8066475,chr20,-,43154364,43163167,chr20,-,43154363,43163167,KCNS1,93,"NM_002251, ENST00000306117, AF043473",NM_002251
8066482,chr20,-,43171507,43177227,chr20,-,43171525,43177227,WFDC5,114,"NM_145652, ENST00000372789, AY358822, ENST00000307971",ENST00000372789
8066489,chr20,-,43185480,43186520,chr20,-,43185480,43186520,WFDC12,125,"NM_080869, ENST00000372785, AY037803",NM_080869
8066493,chr20,-,43314293,43316620,chr20,-,43314292,43316620,SLPI,176,"NM_003064, ENST00000338380, BC020708",NM_003064
8066498,chr20,-,43355499,43370583,chr20,-,43355499,43370334,MATN4,154,"NM_003833, NM_030590, NM_030592, ENST00000342716, ENST00000372756, BC151219, ENST00000372754",ENST00000342716
8066513,chr20,-,43387342,43410478,chr20,-,43387342,43410478,SDC4,157,"NM_002999, ENST00000372733, D13292",NM_002999
8066521,chr20,-,43435934,43440447,chr20,-,43435941,43440447,C20orf10,83,"NM_014477, ENST00000372726, AB017802",ENST00000372726
8066530,chr20,-,43574515,43577678,chr20,-,43574514,43577678,SPINT3,88,"NM_006652, ENST00000217428, AY372172",NM_006652
8066536,chr20,-,43596249,43601548,chr20,-,43599038,43609454,WFDC6,232,"NM_080827, ENST00000372670, AF411861, AK301937, ENST00000372665, ENST00000396669",AK301937
8066542,chr20,-,43602679,43609442,chr20,-,43602678,43608430,SPINLW1,178,"NM_020398, NM_181502, ENST00000354280, ENST00000336443, AF286370, ENST00000396669",NM_181502
8066549,chr20,-,43613205,43641379,chr20,-,43613814,43641379,WFDC8,44,"NM_130896, NM_181510, ENST00000289953, ENST00000357199, AF492015",NM_130896
8066557,chr20,-,43621811,43621928,chr20,-,43621810,43621929,---,0,ENST00000365053,ENST00000365053
8066559,chr20,-,43669992,43693321,chr20,-,43669991,43693321,WFDC9,101,"NM_147198, ENST00000326000, AY047610",NM_147198
8066567,chr20,-,43702542,43703423,chr20,-,43702538,43703423,---,0,"ENST00000405435, GENSCAN00000044736",ENST00000405435
8066569,chr20,-,43710616,43732323,chr20,-,43710615,43732292,WFDC11,0,"NM_147197, ENST00000356562, ENST00000372641, AY047609",NM_147197
8066574,chr20,-,43746704,43767072,chr20,-,43746703,43767072,WFDC10B,169,"NM_172006, NM_172131, ENST00000330523, ENST00000335769, AF454506",NM_172006
8066579,chr20,-,43836254,43853961,chr20,-,43836258,43852118,WFDC3,137,"NM_080614, ENST00000243938, AF488306, ENST00000337205, ENST00000372632, ENST00000372630",ENST00000372630
8066590,chr20,-,43885260,43895791,chr20,-,43885259,43895791,TNNC2,154,"NM_003279, ENST00000372555, BC005323, ENST00000372557",ENST00000372557
8066598,chr20,-,43903767,43919442,chr20,-,43903767,43919442,ACOT8,116,"NM_005469, NM_183386, ENST00000217455, ENST00000347763, AF014404",NM_005469
8066609,chr20,-,43948535,43949681,chr20,-,43948536,43949645,C20orf165,224,"NM_080608, ENST00000372519, BC039607",NM_080608
8066612,chr20,-,43950674,43953333,chr20,-,43950734,43953223,NEURL2,192,"NM_080749, ENST00000372518, BC107485",BC107485
8066619,chr20,-,43960719,43974194,chr20,-,43960803,43974193,PLTP,115,"NM_006227, NM_182676, ENST00000372431, ENST00000354050, AK222690, ENST00000372420",NM_006227
8066637,chr20,-,43994654,43997101,chr20,-,43992595,43997101,FLJ40606,174,"AK097925, ENST00000326944",AK097925
8066641,chr20,-,44010699,44034240,chr20,-,44010698,44034240,ZNF335,193,"NM_022095, ENST00000322927, AF395833",NM_022095
8066668,chr20,-,44123031,44151998,chr20,-,44123564,44141499,NCOA5,148,"NM_020967, ENST00000290231, BC140836",BC140836
8066683,chr20,-,44235779,44313741,chr20,-,44235782,44313741,CDH22,235,"NM_021248, ENST00000372262, AK289584",NM_021248
8066697,chr20,-,44411574,44426471,chr20,-,44411583,44426471,SLC35C2,222,"NM_173179, NM_015945, NM_173073, ENST00000372227, ENST00000372230, ENST00000317734, BC025277, ENST00000372229",NM_173179
8066716,chr20,-,44428095,44468678,chr20,-,44428098,44460817,ELMO2,168,"NM_133171, NM_182764, ENST00000290246, ENST00000396391, BC000143, ENST00000372176, ENST00000352077",BC000143
8066739,chr20,-,44476278,44521322,chr20,-,44476277,44521322,ZNF663,182,"ENST00000400371, AL831934, BC100777",ENST00000400371
8066745,chr20,-,44563114,44575605,chr20,-,44563113,44575601,ZNF334,160,"NM_199441, NM_018102, ENST00000396380, ENST00000347606, BC026321, ENST00000331711",NM_199441
8066754,chr20,-,44603320,44608374,chr20,-,44603319,44608374,C20orf123,166,ENST00000279028,ENST00000279028
8066757,chr20,-,44619870,44746514,chr20,-,44619869,44732185,SLC13A3,90,"NM_022829, NM_001011554, ENST00000279027, ENST00000290317, AY072810, ENST00000396360",ENST00000290317
8066776,chr20,-,44746411,44751825,chr20,-,44747579,44751486,TP53RK,109,"NM_033550, ENST00000372114, AB065434, ENST00000372102",ENST00000372102
8066786,chr20,-,45271266,45418881,chr20,-,45271787,45418881,ZMYND8,198,"NM_183047, NM_012408, NM_183048, ENST00000262975, ENST00000311275, ENST00000352431, ENST00000360911, AK225857",NM_183047
8066818,chr20,-,45546432,45546525,chr20,-,45546428,45546532,---,0,ENST00000365316,ENST00000365316
8066820,chr20,-,45555131,45555236,chr20,-,45555128,45555236,---,84,ENST00000364872,ENST00000364872
8066822,chr20,-,45719063,45848767,chr20,-,45719556,45848767,SULF2,180,"NM_018837, NM_198596, ENST00000359930, ENST00000361612, AB033073",NM_198596
8066848,chr20,-,46674197,46877827,chr20,-,46674199,46877827,PREX1,159,"NM_020820, ENST00000371941, ENST00000396220, ENST00000396223, AK090860",NM_020820
8066889,chr20,-,47163283,47238311,chr20,-,47163282,47238311,STAU1,109,"NM_017453, NM_017452, NM_004602, NM_001037328, NM_017454, ENST00000371856, ENST00000360426, ENST00000371828, ENST00000396163, ENST00000371805, ENST00000347458, ENST00000371802, AF061939, ENST00000371792",NM_017453
8066905,chr20,-,47287890,47328370,chr20,-,47295845,47328163,ZNFX1,129,"NM_021035, ENST00000371752, ENST00000396105, ENST00000371754, ENST00000371744, AK096594",NM_021035
8066921,chr20,-,47418353,47532591,chr20,-,47421911,47532588,KCNB1,195,"NM_004975, ENST00000371741, L02840",NM_004975
8066925,chr20,-,47553818,47618135,chr20,-,47553817,47618114,PTGIS,169,"NM_000961, ENST00000244043, BC101809",NM_000961
8066939,chr20,-,47682889,47763822,chr20,-,47682888,47763745,B4GALT5,121,"NM_004776, ENST00000371711, AB004550",ENST00000371711
8066953,chr20,-,47953335,47965475,chr20,-,47953337,47965487,SPATA2,121,"NM_006038, ENST00000289431, U28164",NM_006038
8066960,chr20,-,47970543,47970638,chr20,-,47970540,47970638,---,35,ENST00000362620,ENST00000362620
8066962,chr20,-,47990243,47990344,chr20,-,47990242,47990344,---,26,ENST00000387992,ENST00000387992
8066964,chr20,-,48131068,48203678,chr20,-,48173680,48203742,TMEM189,99,"NM_199129, NM_199203, NM_021988, NM_199144, NM_022442, NM_003349, NM_001032288, ENST00000371658, ENST00000371650, ENST00000340309, ENST00000371677, ENST00000361787, ENST00000371674, AF155120, U39361, ENST00000341698, BC005215, ENST00000371657",NM_199129
8066981,chr20,-,48479134,48479427,chr20,-,48479133,48479427,---,0,ENST00000388010,ENST00000388010
8066983,chr20,-,48607626,48607941,chr20,-,48607625,48607941,---,0,ENST00000388015,ENST00000388015
8066985,chr20,-,48636052,48686833,chr20,-,48640776,48645888,FAM65C,136,"NM_080829, ENST00000045083, ENST00000327979, AK090440",AK090440
8067011,chr20,-,48938992,48981157,chr20,-,48940289,48980934,ADNP,230,"NM_015339, NM_181442, ENST00000349014, ENST00000396029, ENST00000371602, ENST00000396032, BC090933",NM_015339
8067017,chr20,-,48984811,49008494,chr20,-,48984811,49008467,DPM1,205,"NM_003859, ENST00000371588, BC007073, ENST00000371582, ENST00000371584",NM_003859
8067029,chr20,-,49053139,49060282,chr20,-,49053599,49073082,KCNG1,0,"NM_002237, ENST00000371571, BC046629",NM_002237
8067033,chr20,-,49058588,49073051,chr20,-,49053599,49073082,KCNG1,204,"NM_002237, ENST00000371571, BC006367",NM_002237
8067040,chr20,-,49441083,49592665,chr20,-,49441171,49592665,NFATC2,205,"NM_012340, NM_173091, ENST00000371564, ENST00000396009, EU887573",NM_012340
8067055,chr20,-,49646473,49818580,chr20,-,49646720,49818315,ATP9A,117,"NM_006045, ENST00000338821, AK299064, ENST00000311637",NM_006045
8067087,chr20,-,49833988,49852421,chr20,-,49833989,49852455,SALL4,171,"NM_020436, ENST00000217086, BC111714, ENST00000395997",NM_020436
8067094,chr20,-,50133957,50241932,chr20,-,50133956,50241931,ZFP64,122,"NM_199427, NM_018197, NM_199426, NM_022088, ENST00000361387, ENST00000216923, ENST00000346617, ENST00000371515, BC012759, ENST00000371518, ENST00000371523, ENST00000395979",NM_199427
8067111,chr20,-,50651745,50651822,chr20,-,50651744,50651822,---,0,ENST00000388036,ENST00000388036
8067113,chr20,-,51617011,51633043,chr20,-,51617016,51633043,ZNF217,248,"NM_006526, ENST00000371471, ENST00000302342, AF041259, ENST00000395971",NM_006526
8067121,chr20,-,51924557,51925658,chr20,-,51924446,51925655,SUMO1P1,174,"NR_002189, BC065723",NR_002189
8067125,chr20,-,51986723,52120491,chr20,-,51993923,52120490,BCAS1,153,"NM_003657, ENST00000395961, BC126346, ENST00000371435, ENST00000371440",ENST00000395961
8067140,chr20,-,52203395,52223931,chr20,-,52203394,52223923,CYP24A1,228,"NM_000782, NM_001128915, ENST00000216862, ENST00000395955, L13286, ENST00000395954",NM_000782
8067155,chr20,-,52909633,52909758,chr20,-,52909632,52909758,---,0,"ENST00000408326, ENST00000388080",ENST00000388080
8067157,chr20,-,54005903,54013937,chr20,-,54005902,54013419,CBLN4,232,"NM_080617, ENST00000064571, BC050026",NM_080617
8067165,chr20,-,54213545,54213636,chr20,-,54213544,54213636,---,0,ENST00000386351,ENST00000386351
8067167,chr20,-,54377852,54400758,chr20,-,54377851,54400758,AURKA,244,"NM_198433, NM_003600, NM_198434, NM_198436, NM_198435, NM_198437, ENST00000395915, ENST00000395914, ENST00000347343, ENST00000312783, ENST00000395913, ENST00000395911, ENST00000371356, ENST00000395909, BC027464, ENST00000395907",NM_198433
8067178,chr20,-,54499955,54534388,chr20,-,54499954,54534388,GCNT7,135,"NM_080615, NM_001128614, ENST00000243913, ENST00000400353",NM_080615
8067183,chr20,-,54794444,54794550,chr20,-,54794443,54794550,---,0,ENST00000384429,ENST00000384429
8067185,chr20,-,55177211,55275092,chr20,-,55177215,55275114,BMP7,203,"NM_001719, ENST00000371291, BC004248, ENST00000395863, ENST00000395864",NM_001719
8067197,chr20,-,55366835,55366909,chr20,-,55366834,55366909,---,0,ENST00000388133,ENST00000388133
8067199,chr20,-,55368454,55368522,chr20,-,55368453,55368522,---,0,ENST00000388140,ENST00000388140
8067201,chr20,-,55369447,55369517,chr20,-,55369446,55369517,---,0,ENST00000388144,ENST00000388144
8067203,chr20,-,55392623,55401524,chr20,-,55392622,55401524,---,229,AK096426,AK096426
8067206,chr20,-,55496392,55497592,chr20,-,55496853,55497489,HMG1L1,55,"NM_001008735, ENST00000243919, BC137482, DQ778130",NM_001008735
8067208,chr20,-,55505470,55534041,chr20,-,55505637,55533671,CTCFL,218,"NM_080618, ENST00000371196, ENST00000243914, DQ778109",ENST00000243914
8067221,chr20,-,55602879,55628935,chr20,-,55612307,55629038,ZBP1,171,"NM_030776, ENST00000371173, AK128405, ENST00000395822",NM_030776
8067233,chr20,-,55656858,55719947,chr20,-,55656859,55718364,PMEPA1,205,"NM_020182, NM_199169, NM_199170, NM_199171, ENST00000341744, ENST00000395819, ENST00000395816, ENST00000265626, ENST00000395821, ENST00000395814, AF305616, ENST00000347215",AF305616
8067242,chr20,-,56226957,56237091,chr20,-,56226956,56236800,ANKRD60,274,ENST00000371167,ENST00000371167
8067248,chr20,-,56239594,56339944,chr20,-,56241238,56317901,PPP4R1L,0,"NR_003505, ENST00000334187, AK057583",NR_003505
8067270,chr20,-,56467563,56523355,chr20,-,56467831,56523355,APCDD1L,197,"NM_153360, ENST00000371149, AK293299",NM_153360
8067277,chr20,-,56826065,56826144,chr20,-,56826064,56826144,---,0,hsa-mir-296,hsa-mir-296
8067279,chr20,-,56990597,57015697,chr20,-,57003637,57015704,CTSZ,284,"NM_001336, ENST00000217131, AF073890",NM_001336
8067288,chr20,-,57037128,57040817,chr20,-,57037127,57040817,ATP5E,302,"NM_001001977, NM_006886, ENST00000243997, ENST00000395659, ENST00000395663, AF052955",NM_001001977
8067295,chr20,-,57041180,57051296,chr20,-,57041594,57051296,SLMO2,193,"NM_016045, ENST00000355937, BC013969, ENST00000371033",NM_016045
8067303,chr20,-,57469069,57469314,chr20,-,57469068,57469287,LOC645605,182,"XM_001717018, ENST00000287674, GENSCAN00000043939",ENST00000287674
8067305,chr20,-,57872009,57942092,chr20,-,57872012,57940604,SYCP2,291,"NM_014258, ENST00000371001, BC132864",NM_014258
8067351,chr20,-,57945118,57948747,chr20,-,57945281,57948747,PPP1R3D,258,"NM_006242, ENST00000370996, BC047502",NM_006242
8067358,chr20,-,59725957,59728199,chr20,-,59725956,59728199,RP11-429E11.3,206,"AK097866, ENST00000317652",AK097866
8067361,chr20,-,59983247,60074261,chr20,-,59983248,60074261,TAF4,147,"NM_003185, ENST00000252996, ENST00000356981, AK123937",NM_003185
8067380,chr20,-,60143131,60143525,chr20,-,60143130,60143525,LSM14B,300,AF172328,AF172328
8067382,chr20,-,60145180,60151881,chr20,-,60145307,60151047,PSMA7,210,"NM_002792, ENST00000370873, BC004427, ENST00000370861, ENST00000370858",ENST00000370861
8067394,chr20,-,60223412,60228718,chr20,-,60223411,60228718,HRH3,279,"NM_007232, ENST00000340177, AF140538, ENST00000317393",NM_007232
8067409,chr20,-,60317510,60375763,chr20,-,60317515,60375763,LAMA5,232,"NM_005560, ENST00000252999, AF443072",NM_005560
8067495,chr20,-,60397083,60415728,chr20,-,60397080,60415734,CABLES2,307,"NM_031215, ENST00000279101",NM_031215
8067506,chr20,-,60418688,60435984,chr20,-,60418687,60435984,C20orf151,197,"BC137326, NM_080833, ENST00000252998",NM_080833
8067521,chr20,-,60471948,60484421,chr20,-,60471947,60484421,GATA5,222,"NM_080473, ENST00000370545, BC047790",NM_080473
8067530,chr20,-,60552000,60559178,chr20,-,60552198,60559176,C20orf200,273,"BC093856, NM_152757, ENST00000359131",NM_152757
8067543,chr20,-,60742516,60745101,chr20,-,60742515,60745093,RP11-93B14.6,307,"ENST00000370520, AK056716",ENST00000370520
8067546,chr20,-,60764828,60768418,chr20,-,60764828,60768418,LOC100135777,230,BC025345,BC025345
8067554,chr20,-,60942912,60963560,chr20,-,60942911,60963560,TCFL5,76,"NM_006602, ENST00000335351, BC046933",NM_006602
8067563,chr20,-,60979535,61039743,chr20,-,61006799,61028290,DIDO1,261,"NM_033081, NM_080797, NM_022105, NM_080796, ENST00000266070, ENST00000395343, ENST00000395340, ENST00000370368, ENST00000370371, AY481572, ENST00000370366",NM_080796
8067585,chr20,-,61107724,61108787,chr20,-,61107775,61108832,BHLHB4,147,"NM_080606, ENST00000370346, BC137288",NM_080606
8067588,chr20,-,61136014,61138825,chr20,-,61136181,61138150,NCRNA00029,88,"BC134343, ENST00000370341, AL117533, BC069708",BC134343
8067593,chr20,-,61297226,61318023,chr20,-,61298504,61318031,YTHDF1,207,"NM_017798, ENST00000370339, BC050284, ENST00000370333, ENST00000370334",ENST00000370334
8067602,chr20,-,61342581,61374491,chr20,-,61342581,61356337,NKAIN4,111,"NM_152864, ENST00000370316, BC041812, ENST00000395316, ENST00000370307, ENST00000370313",NM_152864
8067610,chr20,-,61445109,61475777,chr20,-,61445108,61463139,CHRNA4,0,"NM_000744, ENST00000370263, U62433, ENST00000370258",NM_000744
8067626,chr20,-,61502007,61574437,chr20,-,61507985,61574437,KCNQ2,217,"NM_172107, NM_172106, NM_004518, NM_172108, NM_172109, ENST00000359125, ENST00000357249, ENST00000360480, ENST00000370226, ENST00000344425, Y15065, ENST00000344462, ENST00000370222, ENST00000370221",NM_172107
8067652,chr20,-,61589810,61601081,chr20,-,61589809,61599631,EEF1A2,210,"NM_001958, ENST00000298049, BC110409",ENST00000298049
8067662,chr20,-,61630210,61639151,chr20,-,61630219,61639151,PTK6,309,"NM_005975, ENST00000217185, BC035843",NM_005975
8067671,chr20,-,61642607,61649301,chr20,-,61642606,61649301,SRMS,220,"NM_080823, ENST00000217188",NM_080823
8067680,chr20,-,61659883,61676036,chr20,-,61659882,61669551,PRIC285,155,"NM_001037335, NM_033405, ENST00000252889, ENST00000370091, ENST00000370082, AB201715",NM_033405
8067709,chr20,-,61689399,61728838,chr20,-,61689398,61728825,GMEB2,79,"NM_012384, ENST00000370077, ENST00000266068, AF173867, ENST00000370069",NM_012384
8067722,chr20,-,61741505,61755264,chr20,-,61741504,61755224,STMN3,169,"NM_015894, ENST00000358145, BC009381",NM_015894
8067727,chr20,-,61800447,61809809,chr20,-,61800446,61809454,ARFRP1,104,"NM_003224, ENST00000359715, ENST00000324228, AK095962",AK095962
8067743,chr20,-,61845463,61933041,chr20,-,61846321,61933041,ZBTB46,231,"NM_025224, ENST00000245663, ENST00000395104, BC052269",BC052269
8067754,chr20,-,61945223,61945717,chr20,-,61945231,61945709,C20orf181,168,U63828,U63828
8067756,chr20,-,62041626,62058214,chr20,-,62041631,62058212,UCKL1,256,"NM_017859, ENST00000369908, BC033078, ENST00000354216",NM_017859
8067773,chr20,-,62058499,62140382,chr20,-,62058498,62071662,ZNF512B,154,"NM_020713, ENST00000369888, BC125129",NM_020713
8067792,chr20,-,62075910,62081439,chr20,-,62075909,62081439,SAMD10,179,"NM_080621, ENST00000369886, BC067362",NM_080621
8067798,chr20,-,62149520,62151438,chr20,-,62149522,62151423,SOX18,304,"NM_018419, ENST00000340356, BC111390",NM_018419
8067802,chr20,-,62174978,62181768,chr20,-,62174980,62181232,RGS19,312,"NM_001039467, NM_005873, ENST00000395042, BC054337",BC054337
8067812,chr20,-,62185177,62186156,chr20,-,62185176,62186156,C20orf201,271,"BC036837, ENST00000308906, ENST00000395037",BC036837
8067818,chr20,-,62207617,62208968,chr20,-,62207616,62208968,NPBWR2,218,"NM_005286, ENST00000369768, BC067481",ENST00000369768
8067834,chr21,+,13341775,13341881,chr21,+,13341774,13341881,---,158,ENST00000384369,ENST00000384369
8067858,chr21,+,13915769,13915875,chr21,+,13915768,13915875,---,14,ENST00000384745,ENST00000384745
8067860,chr21,+,14295119,14295292,chr21,+,14295118,14295292,---,83,"ENST00000330957, GENSCAN00000032725",ENST00000330957
8067867,chr21,+,14365063,14365178,chr21,+,14365062,14365178,---,35,ENST00000364942,ENST00000364942
8067869,chr21,+,14510350,14522564,chr21,+,14510336,14522564,RBM11,255,"NM_144770, ENST00000330599, ENST00000400577, BC030196",NM_144770
8067877,chr21,+,14567991,14632209,chr21,+,14567990,14595563,ABCC13,190,"NR_003087, NR_003088, AY063515, ENST00000400574",NR_003087
8067899,chr21,+,15908474,15908578,chr21,+,15908472,15908579,---,0,ENST00000391262,ENST00000391262
8067901,chr21,+,16002849,16002954,chr21,+,16002848,16002954,---,0,ENST00000386943,ENST00000386943
8067903,chr21,+,16024215,16174248,chr21,+,16024366,16174248,USP25,184,"NM_013396, ENST00000285679, AF170562, ENST00000285681, ENST00000400183, ENST00000351097",NM_013396
8067932,chr21,+,16364713,16901413,chr21,+,16364712,16901413,C21orf34,180,"NM_001005732, NM_001005733, NM_001005734, ENST00000308787, ENST00000400178, ENST00000382955, AK095614",ENST00000308787
8067942,chr21,+,16833280,16833360,chr21,+,16833279,16833360,---,0,"hsa-mir-99a, AF480571",hsa-mir-99a
8067944,chr21,+,16834014,16834107,chr21,+,16834018,16834102,---,0,hsa-let-7c,hsa-let-7c
8067946,chr21,+,16884428,16884516,chr21,+,16884427,16884516,---,0,hsa-mir-125b-2,hsa-mir-125b-2
8067950,chr21,+,17725745,17725836,chr21,+,17725744,17725836,---,0,ENST00000386987,ENST00000386987
8067955,chr21,+,17807201,17861165,chr21,+,17807200,17861137,CXADR,125,"NM_001338, ENST00000284878, BC010536, ENST00000400169, ENST00000400165",NM_001338
8067963,chr21,+,17870987,17871093,chr21,+,17870986,17871095,---,0,ENST00000363092,ENST00000363092
8067969,chr21,+,18211528,18561558,chr21,+,18539020,18561558,CHODL,115,"NM_024944, ENST00000299295, AF257472",NM_024944
8067981,chr21,+,19639336,19639500,chr21,+,19639335,19639500,---,0,ENST00000391307,ENST00000391307
8067983,chr21,+,20650837,20651010,chr21,+,20650836,20651010,---,0,ENST00000387011,ENST00000387011
8067985,chr21,+,21292504,21834285,chr21,+,21292503,21833085,NCAM2,226,"NM_004540, ENST00000400546, ENST00000284894, BC052946",NM_004540
8068006,chr21,+,22392807,22410718,chr21,+,22392806,22410718,C21orf74,138,"AY077696, ENST00000333482",AY077696
8068014,chr21,+,22499382,22499522,chr21,+,22499381,22499522,---,0,ENST00000365469,ENST00000365469
8068022,chr21,+,25868163,25868227,chr21,+,25856327,25869344,BIC,0,"NR_001458, hsa-mir-155",NR_001458
8068024,chr21,+,25933460,26009106,chr21,+,25933454,26011745,JAM2,211,"NM_021219, ENST00000400535, AY016009, ENST00000400532",ENST00000400535
8068039,chr21,+,26028752,26066641,chr21,+,26029565,26066210,GABPA,174,"NM_002040, ENST00000354828, ENST00000400075, BX647755",ENST00000400075
8068044,chr21,+,26484897,26485003,chr21,+,26484896,26485003,---,3,ENST00000384075,ENST00000384075
8068046,chr21,+,26512103,26513616,chr21,+,26511453,26514068,C21orf118,81,"AF304442, ENST00000407713",ENST00000407713
8068057,chr21,+,28833511,28834548,chr21,+,28833510,28834547,C21orf100,108,"AY063458, AY063459, BC101414",AY063458
8068062,chr21,+,29318809,29348682,chr21,+,29318808,29348678,USP16,173,"NM_006447, NM_001001992, NM_001032410, ENST00000399976, ENST00000334352, ENST00000399975, AY333928, ENST00000399973",NM_006447
8068083,chr21,+,29371825,29470079,chr21,+,29374743,29470073,C21orf7,154,"NM_020152, ENST00000399947, ENST00000341618, AF269162, ENST00000399935, ENST00000339024, ENST00000399926, ENST00000399925",NM_020152
8068100,chr21,+,29487672,29582397,chr21,+,29487671,29582396,C21orf109,150,"AF490769, BC065252",AF490769
8068105,chr21,+,29593087,29656088,chr21,+,29593607,29640340,BACH1,199,"NM_001011545, NM_206866, NM_001186, ENST00000399919, ENST00000286800, ENST00000399921, AB002803",NM_206866
8068120,chr21,+,29890231,29924938,chr21,+,29890230,29924938,C21orf41,242,"AY081145, ENST00000333765",AY081145
8068126,chr21,+,30043128,30058182,chr21,+,30043127,30058182,C21orf9,181,"AY077697, ENST00000309331",AY077697
8068130,chr21,+,30690166,30691011,chr21,+,30690165,30690840,KRTAP13-1,196,"NM_181599, ENST00000355459, BC113536, ENST00000328750",BC113536
8068136,chr21,+,30724443,30725087,chr21,+,30724442,30725087,KRTAP13-4,222,"NM_181600, ENST00000334068, AB096941",ENST00000334068
8068139,chr21,+,30734468,30735058,chr21,+,30734516,30734969,KRTAP15-1,230,"NM_181623, ENST00000334067, AB096942",NM_181623
8068145,chr21,+,30886630,30887245,chr21,+,30886629,30887245,KRTAP6-3,139,"NM_181605, ENST00000391624, AB096951",NM_181605
8068151,chr21,+,30895277,30895572,chr21,+,30895284,30895483,KRTAP22-1,198,"NM_181620, ENST00000334680, AB096953",ENST00000334680
8068154,chr21,+,30910615,30910889,chr21,+,30910644,30910815,KRTAP20-1,150,"NM_181615, ENST00000334664, BC104846",NM_181615
