name,chr,strand,start,end,symbol,selected_identifier
8077768,chr3,+,10054235,10054339,---,ENST00000364312
8077770,chr3,+,10132332,10143874,C3orf10,NM_018462
8077777,chr3,+,10150072,10150171,---,ENST00000387035
8077779,chr3,+,10157835,10157929,---,ENST00000387039
8077781,chr3,+,10158471,10168743,VHL,BC058831
8077786,chr3,+,10181562,10260427,IRAK2,NM_001570
8077804,chr3,+,10265176,10297905,TATDN2,NM_014760
8077815,chr3,+,10301102,10302429,C3orf42,AF280797
8077817,chr3,+,10832916,10955146,SLC6A11,NM_014229
8077833,chr3,+,11009419,11055935,SLC6A1,NM_003042
8077851,chr3,+,11153778,11279939,HRH1,NM_001098213
8077858,chr3,+,11289009,11574132,ATG7,NM_006395
8077877,chr3,+,11588716,11600091,LOC100130924,AK094424
8077879,chr3,+,12020875,12207885,SYN2,BC051307
8077899,chr3,+,12367970,12423345,PPARG,ENST00000397029
8077914,chr3,+,12501009,12549819,TSEN2,NM_025265
8077929,chr3,+,12531204,12531303,---,ENST00000387066
8077931,chr3,+,12573593,12600210,MKRN2,NM_014160
8077942,chr3,+,12649232,12649331,---,ENST00000387071
8077944,chr3,+,12813170,12851313,CAND2,NM_012298
8077958,chr3,+,13496714,13522923,HDAC11,NM_024827
8077970,chr3,+,13586855,13654922,FBLN2,ENST00000295761
8077989,chr3,+,13953807,14082480,TPRXL,NR_002223
8077993,chr3,+,14141440,14160181,TMEM43,NM_024334
8078008,chr3,+,14195231,14214873,LSM3,NM_014463
8078012,chr3,+,14411151,14411261,---,ENST00000362739
8078014,chr3,+,14419109,14505861,SLC6A6,NM_003043
8078033,chr11,+,86706824,86711033,C3orf19,BC012553
8078046,chr3,+,14691651,14789515,C3orf20,BC030599
8078066,chr3,+,14835582,14950899,FGD5,ENST00000285046
8078091,chr3,+,14965142,15059852,NR2C2,BC051670
8078110,chr3,+,15222736,15269427,CAPN7,NM_014296
8078134,chr3,+,15227976,15228052,---,ENST00000387107
8078136,chr3,+,15356259,15356366,---,ENST00000364292
8078138,chr3,+,15444067,15459124,EAF1,NM_033083
8078147,chr3,+,15618258,15662329,BTD,NM_000060
8078155,chr3,+,16191187,16246257,GALNTL2,NM_054110
8078173,chr3,+,16281717,16322598,OXNAD1,NM_138381
8078187,chr3,+,16901455,17107090,PLCL2,ENST00000285094
8078196,chr3,+,19165020,19552139,KCNH8,NM_144633
8078214,chr3,+,19963575,20001662,RAB5A,NM_004162
8078225,chr3,+,20013298,20013421,---,ENST00000364675
8078227,chr3,+,20056527,20170900,KAT2B,NM_003884
8078252,chr3,+,23219787,23607300,UBE2E2,NM_152653
8078260,chr3,+,23290301,23290405,---,ENST00000384001
8078262,chr3,+,23822442,23907811,UBE2E1,NM_003341
8078270,chr3,+,23933642,23937336,RPL15,NM_002948
8078272,chr3,+,23961754,23997114,NR1D2,NM_005126
8078284,chr3,+,25041501,25041621,---,ENST00000364843
8078286,chr3,+,25444837,25614424,RARB,NM_000965
8078300,chr3,+,25806566,25811028,OXSM,NM_017897
8078305,chr3,+,26641161,26727267,LRRC3B,BC040656
8078310,chr3,+,27530365,27530527,---,ENST00000364163
8078312,chr3,+,28258127,28336267,CMC1,NM_182523
8078319,chr3,+,28365663,28541634,ZCWPW2,ENST00000383768
8078330,chr3,+,29297946,30021624,RBMS3,NM_001003793
8078350,chr3,+,30622997,30710637,TGFBR2,NM_001024847
8078360,chr3,+,31549285,31654116,STT3B,ENST00000295770
8078380,chr3,+,31998269,32008124,---,AK294003
8078382,chr3,+,32054021,32054149,---,ENST00000364831
8078386,chr3,+,32123147,32185204,GPD1L,NM_015141
8078395,chr3,+,32189151,32189245,---,ENST00000387370
8078397,chr3,+,32255174,32386817,CMTM8,NM_178868
8078405,chr3,+,32408166,32471337,CMTM7,NM_138410
8078412,chr3,+,32701701,32790358,CNOT10,NM_015442
8078435,chr3,+,32834513,32908775,TRIM71,NM_001039111
8078442,chr3,+,32968069,32971407,CCR4,NM_005508
8078450,chr3,+,33130453,33164269,CRTAP,NM_006371
8078461,chr3,+,33293937,33403123,FBXL2,NM_012157
8078479,chr3,+,33815069,33886198,PDCD6IP,NM_013374
8078497,chr3,+,35696119,35702383,ARPP-21,NM_001025068
8078527,chr3,+,35760971,35761055,---,hsa-mir-128-2
8078529,chr3,+,36397100,36564500,STAC,NM_003149
8078542,chr3,+,36701534,36701864,---,ENST00000364445
8078544,chr3,+,37009982,37067341,MLH1,NM_000249
8078565,chr3,+,37156821,37156925,---,ENST00000362724
8078567,chr3,+,37213235,37213337,---,ENST00000387491
8078569,chr3,+,37259741,37383246,GOLGA4,NM_002078
8078605,chr3,+,37415971,37451992,C3orf35,NM_178339
8078619,chr3,+,37468816,37836285,ITGA9,NM_002207
8078650,chr3,+,37878128,38000963,CTDSPL,D88153
8078663,chr3,+,37985898,37985975,---,hsa-mir-26a-1
8078665,chr3,+,38004553,38023683,VILL,ENST00000283713
8078688,chr3,+,38031062,38031164,---,ENST00000363709
8078690,chr3,+,38055699,38139232,DLEC1,NM_007335
8078729,chr3,+,38155156,38159514,MYD88,BC013589
8078738,chr3,+,38182029,38271983,OXSR1,NM_005109
8078759,chr3,+,38282301,38294810,SLC22A13,NM_004256
8078772,chr3,+,38322448,38334863,SLC22A14,NM_004803
8078784,chr3,+,38363254,38431471,XYLB,NM_005108
8078805,chr3,+,38470793,38509637,ACVR2B,NM_001106
8078818,chr3,+,38512766,38542800,ENDOGL1,NM_005107
8078832,chr3,+,39042481,39042588,---,ENST00000383981
8078834,chr3,+,39068510,39112885,WDR48,NM_020839
8078857,chr3,+,39124155,39155398,TTC21A,NM_001105513
8078888,chr3,+,39346200,39350175,CCR8,NM_005201
8078896,chr3,+,39357516,39357645,---,ENST00000387601
8078898,chr3,+,39399818,39413823,SLC25A38,NM_017875
8078916,chr3,+,39424885,39425034,SNORA6,NR_002325
8078918,chr3,+,39426753,39428929,SNORA62,AK055991
8078920,chr3,+,39484073,39542861,MOBP,NR_003090
8078933,chr3,+,39826306,40276815,MYRIP,NM_015460
8078956,chr3,+,39986619,39986761,---,ENST00000364700
8078960,chr3,+,40255102,40255236,---,ENST00000365647
8078962,chr3,+,40326176,40328919,EIF1B,NM_005875
8078971,chr3,+,40403676,40445114,ENTPD3,NM_001248
8078984,chr3,+,40473804,40478863,RPL14,NM_003973
8078991,chr3,+,40493636,40505073,ZNF619,NM_173656
8078999,chr3,+,40522533,40534201,ZNF620,NM_175888
8079005,chr3,+,40541379,40556047,ZNF621,NM_198484
8079021,chr3,+,41215945,41256943,CTNNB1,NM_001904
8079037,chr3,+,42107749,42242272,TRAK1,NM_001042646
8079060,chr3,+,42519107,42554070,VIPR1,NM_004624
8079074,chr3,+,42607301,42611494,SS18L2,NM_016305
8079079,chr3,+,42617150,42665237,NKTR,NM_005385
8079099,chr3,+,42674851,42684076,ZBTB47,ENST00000232974
8079107,chr3,+,42702014,42708942,KBTBD5,NM_152393
8079117,chr3,+,42880967,42882234,CCBP2,ENST00000396102
8079124,chr3,+,42922405,42935829,ZNF662,NM_207404
8079131,chr3,+,42995832,43076707,LOC729085,AK091001
8079138,chr3,+,43246012,43246080,---,ENST00000387739
8079140,chr3,+,43303007,43367638,SNRK,NM_017719
8079149,chr3,+,43331446,43331751,---,ENST00000387749
8079153,chr3,+,43707378,43739221,ABHD5,NM_016006
8079163,chr3,+,44087609,44087679,---,ENST00000387758
8079165,chr3,+,44130707,44130806,---,hsa-mir-138-1
8079167,chr3,+,44258381,44261091,FLJ36157,ENST00000309765
8079170,chr3,+,44355271,44425370,C3orf23,BC101060
8079187,chr3,-,44516071,44519606,ZNF852,AK131507
8079189,chr3,+,44571716,44588654,ZNF167,NM_018651
8079198,chr3,+,44601459,44612561,ZNF660,NM_173658
8079204,chr3,+,44641514,44661756,ZNF197,NM_006991
8079217,chr3,+,44665236,44677287,ZNF35,NM_003420
8079224,chr3,+,44729138,44740325,ZNF502,NM_033210
8079229,chr3,+,44746127,44753579,ZNF501,NM_145044
8079237,chr3,+,44778212,44869752,KIF15,NM_020242
8079274,chr3,+,44878411,44882158,TMEM42,NM_144638
8079279,chr3,+,44888720,44931090,TGM4,ENST00000396022
8079294,chr3,+,44992767,45027966,EXOSC7,ENST00000265564
8079305,chr3,+,45042762,45052567,CLEC3B,NM_003278
8079311,chr3,+,45405071,45565332,LARS2,ENST00000265537
8079334,chr3,+,45611326,45697759,LIMD1,NM_014240
8079346,chr3,+,45705892,45761904,SACM1L,ENST00000389061
8079370,chr3,+,45903022,45919671,CCR9,NM_031200
8079375,chr3,+,45919682,45919794,---,ENST00000364765
8079377,chr3,+,45961514,45964319,CXCR6,U73531
8079383,chr3,+,46227185,46283103,CCR3,ENST00000357422
8079415,chr3,+,46514488,46517443,RTP3,NM_031440
8079420,chr3,+,46573891,46576182,LUZPP1,AJ312775
8079422,chr3,+,46594183,46598956,TDGF1,NM_003212
8079426,chr3,+,46717826,46727417,TMIE,NM_147196
8079433,chr3,+,46894239,46920293,PTHR1,NM_000316
8079462,chr3,+,47018526,47026042,NBEAL2,AY358455
8079517,chr3,+,47299333,47363309,KLHL18,NM_025010
8079532,chr3,+,47397494,47429935,PTPN23,NM_015466
8079561,chr3,+,47517576,47517676,---,ENST00000363967
8079563,chr3,+,47819654,47866686,DHX30,ENST00000348968
8079590,chr3,+,48239865,48241979,CAMP,NM_004345
8079598,chr3,+,48257599,48287483,ZNF589,NM_016089
8079613,chr3,+,48305080,48305188,---,ENST00000362606
8079615,chr3,+,48388712,48411192,FBXW12,NM_207102
8079628,chr3,+,48396327,48396626,---,ENST00000387877
8079637,chr3,+,48482232,48484048,ATRIP,NM_016381
8079662,chr3,+,48931284,48997975,ARIH2,NM_006321
8079677,chr3,+,49002344,49019585,PH-4,NM_177938
8079693,chr3,+,49019640,49028390,WDR6,NM_018031
8079707,chr3,+,49032911,49035930,C3orf60,NM_199074
8079719,chr3,+,49210864,49270541,CCDC36,NM_178173
8079731,chr3,+,49095669,49095969,---,ENST00000387904
8079733,chr3,+,49184071,49188923,KLHDC8B,NM_173546
8079740,chr3,+,49272521,49273751,STGC3,AY078383
8079742,chr3,+,49282458,49282561,---,ENST00000387910
8079744,chr3,+,49282568,49282676,---,ENST00000362676
8079746,chr3,+,49424642,49428913,TCTA,NM_022171
8079753,chr3,+,49482568,49548050,DAG1,NM_004393
8079759,chr3,+,49566925,49683986,BSN,NM_003458
8079772,chr3,+,49686438,49695938,APEH,NM_001640
8079796,chr3,+,49701973,49733961,RNF123,ENST00000327697
8079839,chr3,+,49815690,49817467,C3orf54,NM_203370
8079842,chr3,+,49952595,50089686,RBM6,NM_005777
8079867,chr3,+,49962455,49962908,---,ENST00000387938
8079869,chr3,+,50101371,50131396,RBM5,NM_005778
8079896,chr3,+,50167851,50201512,SEMA3F,NM_004186
8079919,chr3,+,50204046,50210133,GNAT1,NM_144499
8079931,chr3,+,50217695,50233410,SLC38A3,NM_006841
8079950,chr3,+,50248639,50271775,GNAI2,ENST00000313601
8079964,chr3,+,50270334,50270698,---,AY555145
8079966,chr3,+,50280043,50289576,SEMA3B,NM_004636
8079988,chr3,+,50291521,50300548,C3orf45,BC028000
8079993,chr3,+,50363292,50366498,CYB561D2,BX641103
8079999,chr3,+,50432215,50432334,---,ENST00000365452
8080001,chr3,+,50581912,50597425,HEMK1,NM_016173
8080013,chr3,+,50629604,50661723,MAPKAPK3,NM_004635
8080028,chr3,+,50687675,51396669,DOCK3,NM_004947
8080082,chr3,+,50979142,50979344,---,ENST00000387952
8080084,chr3,+,51397517,51401815,ARMET,M83751
8080093,chr3,+,51403821,51406973,RBM15B,BC139836
8080100,chr3,+,51636715,51672650,RAD54L2,ENST00000296477
8080121,chr3,+,51680261,51713379,TEX264,NM_015926
8080128,chr3,+,51716120,51727665,GRM2,NM_000839
8080138,chr3,+,51870684,51872480,IQCF2,NM_203424
8080142,chr3,+,51881306,51881520,---,ENST00000387989
8080144,chr3,+,51951400,51957923,PARP3,NM_001003931
8080158,chr3,+,51964369,51966560,GPR62,NM_080865
8080162,chr3,+,51984081,51990255,ABHD14A,NM_015407
8080168,chr3,+,51992602,51998258,ACY1,NM_000666
8080184,chr3,+,52207183,52223383,ALAS1,NM_000688
8080198,chr3,+,52255225,52259651,PPM1M,ENST00000323588
8080212,chr3,+,52296911,52302532,GLYCTK,ENST00000354773
8080226,chr3,+,52325559,52409547,DNAH1,ENST00000273600
8080306,chr3,+,52419566,52432697,PHF7,NM_016483
8080320,chr3,+,52464563,52502128,NISCH,NM_007184
8080344,chr3,+,52504395,52533551,STAB1,NM_015136
8080416,chr3,+,52545660,52549626,LOC440957,NM_001124767
8080419,chr3,+,52695148,52703548,GNL3,ENST00000354540
8080438,chr3,+,52714896,52717237,SPCS1,NM_014041
8080445,chr3,+,52786647,52801117,ITIH1,NM_002215
8080466,chr3,+,52803823,52818065,ITIH3,NM_002217
8080487,chr3,+,53170262,53201773,PRKCD,NM_006254
8080509,chr3,+,53299697,53299809,---,ENST00000384175
8080511,chr3,+,53504070,53821532,CACNA1D,NM_000720
8080562,chr3,+,53855616,53874867,IL17RB,NM_018725
8080578,chr3,+,54131732,55083624,CACNA2D3,NM_018398
8080617,chr3,+,56081171,56081482,---,ENST00000363509
8080619,chr3,+,56194183,56194290,---,ENST00000363368
8080621,chr3,+,56566256,56630758,CCDC66,ENST00000394672
8080640,chr3,+,57069508,57084500,SPATA12,NM_181727
8080645,chr3,+,57236804,57282538,APPL1,NM_012096
8080674,chr3,+,57509604,57509712,---,ENST00000384088
8080676,chr3,+,57517020,57522808,PDE12,NM_177966
8080683,chr3,+,57580213,57580339,---,ENST00000388106
8080685,chr3,+,57716996,57889935,SLMAP,ENST00000295951
8080714,chr3,+,57969166,58133022,FLNB,NM_001457
8080762,chr3,+,58198298,58255501,ABHD6,NM_020676
8080773,chr3,+,58267011,58280960,RPP14,NM_001098783
8080781,chr3,+,58293656,58385918,PXK,NM_017771
8080804,chr3,+,58458539,58463084,KCTD6,AK027572
8080810,chr3,+,61522636,62255612,PTPRG,AB209871
8080847,chr3,+,62279750,62294358,C3orf14,AF236158
8080853,chr3,+,62775102,62775202,---,ENST00000388149
8080855,chr3,+,63403792,63577637,SYNPR,NM_144642
8080863,chr3,+,63613383,63625931,S100A1L,NM_001080537
8080868,chr3,+,63780111,63809350,C3orf49,BC015210
8080878,chr3,+,63825272,63964176,ATXN7,NM_001128149
8080894,chr3,+,64472470,64472573,---,ENST00000391038
8080896,chr3,+,66376316,66512039,SLC25A26,ENST00000354883
8080911,chr3,+,67131416,67144320,KBTBD8,NM_032505
8080918,chr3,+,68136143,68677461,FAM19A1,NM_213609
8080926,chr3,+,69216779,69237929,ARL6IP5,NM_006407
8080936,chr3,+,69362872,69362970,---,ENST00000388230
8080938,chr3,+,69895651,70100177,MITF,NM_006722
8080956,chr3,+,70940190,70940293,---,ENST00000384212
8080958,chr3,+,71885890,71887018,GPR27,NM_018971
8080960,chr3,+,71959017,71959311,---,ENST00000388260
8080962,chr3,+,72708531,72708695,---,ENST00000362599
8080964,chr3,+,73040286,73107077,GLT8D4,BC127733
8080973,chr3,+,73128808,73197701,PPP4R2,NM_174907
8080980,chr3,+,73193921,73195159,FLJ10213,AY036895
8080983,chr3,+,73213827,73213930,---,ENST00000388280
8080987,chr3,+,74235071,74235295,HSP90AB5P,AY956766
8080989,chr3,+,74297892,74297980,---,ENST00000391283
8080994,chr3,+,75796968,75799051,FRG2C,BC062292
8081001,chr3,+,77171983,77779353,ROBO2,NM_002942
8081028,chr3,+,77223897,77224004,---,ENST00000362650
8081030,chr3,+,78246998,78247298,---,ENST00000388338
8081032,chr3,+,78293538,78293832,---,ENST00000388344
8081036,chr3,+,85090822,86200637,CADM2,BC105999
8081051,chr3,+,86367161,86367264,---,ENST00000388414
8081053,chr3,+,86493971,86494239,---,ENST00000388417
8081055,chr3,+,87359286,87387338,CHMP2B,BC001553
8081065,chr3,+,88042059,88042185,---,ENST00000408132
8081067,chr3,+,88122535,88125609,HTR1F,ENST00000319595
8081069,chr3,+,88270951,88276504,ZNF654,NM_018293
8081073,chr3,+,88281798,88288755,C3orf38,BC024188
8081079,chr3,+,88563030,88563149,---,ENST00000384586
8081081,chr3,+,89239363,89613974,EPHA3,NM_005233
8081103,chr3,+,89720477,89720549,---,ENST00000388453
8081105,chr3,+,90162123,90162334,---,ENST00000391296
8081107,chr3,+,90316473,90316550,---,ENST00000388464
8081109,chr3,+,95045297,95045374,---,ENST00000388473
8081111,chr3,+,95169459,95169554,---,ENST00000364469
8081113,chr3,+,95178562,95178669,---,ENST00000363496
8081115,chr3,+,95181671,95256813,ARL13B,NM_182896
8081128,chr3,+,95264544,95328320,NSUN3,NM_022072
8081138,chr3,+,98016114,98950476,EPHA6,NM_001080448
8081158,chr3,+,98966284,99000063,ARL6,NM_032146
8081171,chr3,+,99089930,99146515,DKFZp667G2110,BX647079
8081192,chr3,+,99288706,99289636,OR5AC2,NM_054106
8081200,chr3,+,99440002,99440815,OR5H14,ENST00000341450
8081202,chr3,+,99465777,99466890,OR5H6,BC137523
8081204,chr3,+,99484421,99485366,OR5H2,NM_001005482
8081206,chr3,+,99555387,99556353,OR5K4,NM_001005517
8081208,chr3,+,99592199,99593165,OR5K3,NM_001005516
8081210,chr3,+,99671110,99672062,OR5K1,NM_001004736
8081212,chr3,+,99699137,99700197,OR5K2,BC136724
8081214,chr3,+,99733544,99734684,GPR15,ENST00000284311
8081217,chr8,+,87424082,87548741,GPR15,AY345857
8081219,chr3,+,99933819,99995495,ST3GAL6,AB022918
8081233,chr3,+,100109992,100110099,---,ENST00000384601
8081235,chr3,+,100840143,100997848,COL8A1,NM_001850
8081241,chr3,+,101316463,101380133,C3orf26,AK300704
8081254,chr3,+,101134654,101136799,---,AF090939
8081256,chr3,+,101462375,101526768,TBC1D23,NM_018309
8081277,chr3,+,101536251,101557168,NIT2,NM_020202
8081288,chr3,+,101720753,101778965,TMEM45A,BC040355
8081298,chr3,+,101811122,101897011,GPR128,NM_032787
8081316,chr3,+,101910849,101950501,TFG,NM_006070
8081331,chr3,+,102154160,102154267,---,ENST00000364772
8081333,chr3,+,102403365,102403467,---,ENST00000388568
8081337,chr3,+,102660063,102660160,---,ENST00000364684
8081339,chr3,+,102703688,102703789,---,ENST00000388582
8081341,chr3,+,102723466,102724597,FAM172B,ENST00000313598
8081343,chr3,+,102763401,102767779,RG9MTD1,NM_017819
8081348,chr3,+,102775731,102795971,PCNP,NM_020357
8081354,chr3,+,102817360,102817461,---,ENST00000386300
8081356,chr3,+,102848954,102849056,---,ENST00000364641
8081358,chr3,+,102877963,102879121,LOC100009676,ENST00000309829
8081362,chr3,+,102926183,102968871,CEP97,NM_024548
8081375,chr3,+,102980975,103025461,FAM55C,AK289689
8081386,chr3,+,103029526,103062552,NFKBIZ,ENST00000394054
8081405,chr3,+,103156610,103156719,---,ENST00000365307
8081407,chr3,+,103636548,103681375,ZPLD1,NM_175056
8081427,chr3,+,104361493,104361658,---,ENST00000365052
8081429,chr3,+,104442522,104442771,---,ENST00000362039
8081431,chr3,+,106568880,106778395,ALCAM,DQ486139
8081452,chr3,+,107717433,107717535,---,ENST00000363740
8081454,chr3,+,107890214,107890316,---,ENST00000363491
8081456,chr3,+,108100135,108100205,---,ENST00000388677
8081458,chr3,+,108103640,108103709,---,ENST00000388683
8081460,chr3,+,108209104,108209207,---,ENST00000388688
8081462,chr3,+,108578877,108580171,CCDC54,NM_032600
8081465,chr3,+,108724472,109012737,BBX,NM_020235
8081488,chr3,+,109504021,109579816,HHLA2,NM_007072
8081501,chr3,+,109776101,109776235,---,ENST00000365509
8081503,chr3,+,109791273,109896382,DZIP3,ENST00000361582
8081537,chr3,+,110024234,110055702,TRAT1,AK291991
8081546,chr3,+,111928557,111928658,---,ENST00000364556
8081548,chr3,+,112273412,112335752,PVRL3,ENST00000319792
8081564,chr3,+,112743615,112853896,CD96,NM_198196
8081582,chr3,+,112876196,113047984,PLCXD2,NM_153268
8081590,chr3,+,113085499,113177825,PHLDB2,ENST00000359729
8081612,chr3,+,113180517,113194900,ABHD10,NM_018394
8081620,chr3,+,113200696,113215425,TAGLN3,NM_001008273
8081631,chr3,+,113241242,113282702,TMPRSS7,BC117322
8081645,chr3,+,113287871,113319734,C3orf52,NM_024616
8081657,chr3,+,113534692,113563669,CD200,AK297194
8081667,chr3,+,113763584,113785693,SLC35A5,NM_017945
8081676,chr3,+,114192489,114202911,GTPBP8,NM_014170
8081686,chr3,+,114414064,114488995,BOC,NM_033254
8081710,chr3,+,114733907,114831112,SIDT1,NM_017699
8081740,chr3,+,114948597,115013593,ATP6V1A,NM_001690
8081758,chr3,+,115040370,115148711,GRAMD1C,NM_017577
8081779,chr3,+,115149437,115164517,ZDHHC23,NM_173570
8081786,chr3,+,115258300,115289958,QTRTD1,NM_024638
8081799,chr3,+,115495397,115511038,VSTM3,ENST00000314309
8081808,chr3,+,116322504,116323123,LOC100128175,ENST00000391475
8081810,chr3,+,116825169,116923024,GAP43,ENST00000393780
8081818,chr3,+,117039406,117039696,---,ENST00000386459
8081820,chr3,+,118745741,118745848,---,ENST00000384162
8081822,chr3,+,120347687,120352896,C3orf30,BC130475
8081826,chr3,+,120375114,120406690,UPK1B,NM_006952
8081838,chr3,+,120496414,120617825,CDGAP,BC112163
8081853,chr3,+,120670474,120696242,KTELC1,NM_152305
8081867,chr3,+,120700057,120725815,C3orf1,NM_016589
8081878,chr3,+,120730932,120731013,---,ENST00000386447
8081880,chr3,+,120781212,120791482,ADPRH,NM_001125
8081890,chr3,+,120799411,120831348,PLA1A,NM_015900
8081903,chr3,+,120904558,120968639,C3orf15,NM_033364
8081925,chr3,+,120982020,121020022,NR1I2,NM_003889
8081941,chr3,+,121323445,121323743,---,ENST00000386456
8081943,chr3,+,121411856,121411958,---,ENST00000383994
8081953,chr3,+,121944247,121984606,GTF2E1,NM_005513
8081959,chr3,+,122109608,122621338,STXBP5L,ENST00000273666
8081989,chr3,+,122769467,122792159,ARGFX,NM_001012659
8081995,chr3,+,122792830,122792929,---,ENST00000386487
8081997,chr3,+,122794859,122831829,FBXO40,NM_016298
8082003,chr3,+,123036723,123088063,EAF2,NM_018456
8082012,chr3,+,123095860,123145724,SLC15A2,NM_021082
8082035,chr3,+,123279439,123322673,CD86,NM_006889
8082046,chr3,+,123385219,123488034,CASR,NM_000388
8082058,chr3,+,123526700,123543505,CSTA,NM_005213
8082066,chr3,+,123585712,123611651,FAM162A,NM_014367
8082075,chr3,+,123765874,123776739,DTX3L,NM_138287
8082086,chr3,+,123817214,123838226,PARP15,NM_152615
8082100,chr3,+,123896987,123932376,PARP14,BX648758
8082118,chr3,+,123951908,123952007,---,ENST00000386443
8082120,chr3,+,123996590,124082676,DIRC2,NM_032839
8082133,chr3,+,124268545,124363643,PDIA5,NM_006810
8082153,chr3,+,124403463,124475670,SEC22A,NM_012430
8082163,chr3,+,125015613,125015744,---,ENST00000384275
8082165,chr3,+,125296247,125922725,KALRN,NM_001024660
8082229,chr3,+,125931902,125946730,UMPS,NM_000373
8082238,chr3,+,126647594,126647695,---,ENST00000386544
8082240,chr3,+,126718512,126718620,---,ENST00000364930
8082242,chr3,+,126905007,126905925,---,ENST00000316507
8082246,chr3,+,126926174,126926825,---,ENST00000316429
8082250,chr3,+,126946641,126949420,LOC644974,ENST00000316294
8082254,chr3,+,127118158,127131540,LOC100125556,BC032772
8082270,chr3,+,127596471,127638088,CCDC37,NM_182628
8082289,chr3,+,127725865,127744824,CHST13,NM_152889
8082298,chr3,+,127863613,127873472,C3orf46,BC042038
8082305,chr3,+,127905807,128161934,CHCHD6,NM_032343
8082314,chr3,+,128190126,128238918,PLXNA1,ENST00000393409
8082347,chr3,+,128394702,128399643,C3orf56,BC137154
8082350,chr3,+,128799942,128823968,MCM2,NM_004526
8082368,chr3,+,128830728,128874342,PODXL2,NM_015720
8082380,chr3,+,128874470,128882453,ABTB1,NM_172027
8082400,chr3,+,129124591,129189204,KLHDC6,NM_207335
8082406,chr3,+,129165140,129165257,---,ENST00000364340
8082408,chr3,+,129253901,129273216,SEC61A1,NM_013336
8082422,chr3,+,129355132,129610176,EEFSEC,BC007933
8082431,chr3,+,129927668,130016331,RAB7A,NM_004637
8082442,chr3,+,129986680,129986980,---,ENST00000386227
8082444,chr3,+,130081022,130114647,ACAD9,NM_014049
8082465,chr3,+,130203161,130242273,CCDC48,NM_024768
8082473,chr3,+,130262299,130263941,GP9,X52997
8082478,chr3,+,130451142,130479306,COPG,NM_016128
8082504,chr3,+,130480373,130506825,C3orf37,NM_020187
8082517,chr3,+,130519638,130527755,C3orf47,AK091470
8082523,chr3,+,130641657,130721880,IFT122,NM_052985
8082552,chr3,+,130730171,130736877,RHO,NM_000539
8082560,chr3,+,130744746,130752894,H1FOO,NM_153833
8082570,chr3,+,131020464,131020566,---,ENST00000365542
8082572,chr3,+,131021309,131021409,---,ENST00000386203
8082574,chr3,+,131175803,131179466,TRH,NM_007117
8082583,chr3,+,131244845,131246358,UNQ6125,AY358247
8082585,chr3,+,131547048,131686378,COL29A1,NR_022012
8082597,chr3,+,131761867,131878578,COL6A6,NM_001102608
8082605,chr3,+,132029194,132029887,---,ENST00000334548
8082607,chr3,+,132096068,132203526,ATP2C1,AF181120
8082643,chr3,+,132228383,132551998,NEK11,NM_024800
8082663,chr3,+,132563378,132566655,NUDT16P,NR_002949
8082667,chr3,+,132583327,132585334,NUDT16,AK295852
8082673,chr3,+,133518900,133560380,ACPP,NM_001099
8082688,chr3,+,133619242,133740566,DNAJC13,NM_015268
8082745,chr3,+,133801670,133804072,CCRL1,NM_178445
8082750,chr3,+,133861829,133879634,UBA5,NM_024818
8082767,chr3,+,134239860,134599308,TMEM108,NM_023943
8082774,chr3,+,134601479,134676746,BFSP2,NM_003571
8082786,chr3,+,134752719,134752849,---,ENST00000364957
8082788,chr3,+,134775123,134791806,CDV3,NM_017548
8082797,chr3,+,134947666,134980539,TF,NM_001063
8082816,chr3,+,135007366,135022213,SRPRB,NM_021203
8082827,chr3,+,135687264,135766560,CEP63,NM_001042383
8082846,chr3,+,135996949,136461997,EPHB1,NM_004441
8082869,chr3,+,137224271,137349423,PPP2R3A,NM_181897
8082886,chr3,+,137451856,137531701,PCCB,NM_000532
8082905,chr3,+,138020550,138057424,TMEM22,NM_025246
8082911,chr3,+,138063762,138150658,NCK1,NM_006153
8082916,chr3,+,138159396,138212610,IL20RB,NM_144717
8082926,chr3,+,138966268,138967086,SOX14,NM_004189
8082928,chr3,+,139211695,139235184,CLDN18,NM_016369
8082940,chr3,+,139388938,139498073,ARMC8,BC032661
8082965,chr3,+,139550197,139607067,MRAS,NM_001085049
8082974,chr3,+,139636104,139679946,FAM62C,NM_031913
8083000,chr3,+,139810608,139834903,FAIM,NM_018147
8083011,chr3,+,140545550,140558577,MRPS22,NM_020191
8083025,chr3,+,140305716,140326693,BPESC1,AF196865
8083030,chr3,+,140589827,140589896,---,ENST00000386138
8083034,chr3,+,141136716,141769607,CLSTN2,NM_022131
8083053,chr3,+,141879570,141902681,TRIM42,NM_152616
8083063,chr3,+,142143351,142181475,SLC25A36,NM_001104647
8083071,chr3,+,142252943,142350142,SPSB4,ENST00000393014
8083075,chr3,+,142433371,142496176,ACPL2,NM_152282
8083090,chr3,+,142525744,142651322,ZBTB38,NM_001080412
8083092,chr3,+,142525744,142651322,ZBTB38,NM_001080412
8083094,chr3,+,142688580,142814311,RASA2,ENST00000286364
8083119,chr3,+,142939740,142947933,RNF7,NM_014245
8083129,chr3,+,142979732,143018582,GRK7,NM_139209
8083136,chr3,+,143078159,143128072,ATP1B3,NM_001679
8083142,chr3,+,143256434,143256926,---,ENST00000386105
